Timestamp,Participant ID,Briefly describe the experiment you just completed and what you were supposed to do.,Would you have benefitted from more or better instructions?,How familiar are you with this kind of game?,How enjoyable did you find this game?,How difficult did you find this game?,"Did you use a specific strategy for combining resources and items in this game? If so, please describe it.",Do you have any comments about the game or the experiment that you would like to share with the researchers?
11/6/2017 12:36:15,613,An experiment in which we had to combine resources to create different items. We would then mix and match items and resources to create a totem pole. ,"No, I understood what I was supposed to do.",1,6,5,Once I created something I went back in forth with everything and saw if I can make more things out of it. Then I would use two of the same item to try and make something else.,None.
11/6/2017 12:37:29,610,I was a part of a tribe and had to use resources to make other tools in order to build a totem pole.,"No, I understood what I was supposed to do.",4,6,6,I didn't really I just tried to make different combinations of resources and tools and started getting the hang of it.,"Maybe make more room in the tools section so you can hold more tools at once or once you discover/make a tool, then the player no longer has to make it, it becomes part of their resources so they don't have to take time and back track to make the tool again. "
11/6/2017 13:30:35,615,I was supposed to use the resources provided to save my village. ,"Yes, I was confused about the task.",1,1,4,"I started combining all of the new resources together. Some of the combinations made sense, like the axe and wood. I also looked at what my partner was doing a lot.",I am just wondering what the purpose was.
11/6/2017 13:30:58,616,We were supposed to build totem poles by first constructing different tools to build the totem poles.,"Yes, I was confused about the task.",2,3,7,"I simply just looked at the ancestor's tools and how to build them. Aside from that, I just attempted different combinations of things and nothing seemed to work.",
11/6/2017 13:31:27,614,"The ultimate goal was to create a totem pole for the Gods but we had to use our own resources. The items made another item by itself or with another item. We didn't know what made what, so we had to figure that out. ","No, I understood what I was supposed to do.",4,7,7,"At first I was doing trail and error, just going down the columns and adding everything together. It was harder and more time consuming but then I started looking at my partner's screen and what they were figuring out. We were basically the same page but we built off of each other a lot. ",I thought it was awesome! Would've liked to play it longer. 
11/6/2017 14:46:48,617,we had to design a totem pole by creating different items used only from 6 resources. ,"No, I understood what I was supposed to do.",2,5,5,,
11/6/2017 16:30:03,619,find the correct combination of resources in order to make a tool and eventually a totem pool,"Yes, I was confused about the task.",1,1,7,"I tried to determine all the possible combinations that could be made and then continually switched resources out.. however, i only found 2 tools so evidently this wasn't the correct way to go about this",very hard and confusing
11/6/2017 16:30:32,618,"We were part of a tribe that was being threatened due to a shortage of resources, so we needed to praise the gods by making a totem pole. We were give 6 resources that we were allowed to use in order to create different items.","No, I understood what I was supposed to do.",2,3,7,Not really,Nope
11/7/2017 13:35:53,621,We were given particular resources and needed to turn them into tools to build a totem. ,"No, I understood what I was supposed to do.",2,4,7,none,It was very difficult. 
11/7/2017 13:36:43,620,create tools from the resources given to make a todem pole,"No, I understood what I was supposed to do.",4,2,4,found out a method of creating tools,I wouldn't play it for fun
11/7/2017 13:44:36,622,Use materials to make tools and to build things.,"Yes, I was confused about the task.",1,3,6,"No,maybe just try every possible combinations.",No.
11/8/2017 10:00:34,626,"We were asked to build totem poles with the resources we were given, and to build materials to build this totem poles with the resources we were given. ","No, I understood what I was supposed to do.",4,2,5,I didn't use a specific strategy,no
11/8/2017 10:00:37,623,Build a totem pole using different tools,"Yes, I was confused about the task.",3,4,4,every time I built something correct I used that tool to build the next thing,
11/8/2017 10:00:43,625,We were suppose to use resources to create tools in order to build a totem pole. ,"No, I understood what I was supposed to do.",5,4,7,I tried many combinations and also looked at other player's tools in order to boost my score. ,No comments. The game was difficult. 
11/8/2017 10:01:00,624,I was supposed to drag and combine resources to try and make a totem pole,"No, I understood what I was supposed to do.",6,5,5,i attempted to use a bit of common sense when combining resources but nothing specific,nope
11/8/2017 11:06:43,627,Use crafting materials to create a totem,"No, I understood what I was supposed to do.",1,4,6,I just used guess and check,"I didn't know what some of the later crafting were, so it was hard to know what to do with them."
11/8/2017 11:06:44,628,My goal was to build a totem pole,"Yes, I was confused about the task.",1,2,6,no,maybe when something is made give it a name because I had about 4 different sticks but they all just looked like sticks
11/8/2017 12:34:27,630,We were supposed to make a totem pole out of things that we would find in nature.,"No, I understood what I was supposed to do.",1,4,6,I would try to combine the things that I made,It was a fun but challenging game
11/8/2017 12:34:44,629,Create a totem out of tools that were at first not very handy,"Yes, I was confused about the task.",1,4,4,"Kind out understood what do to with what, not a specific strategy though",Nope
11/8/2017 12:35:51,631,A test was given to utilize resources given to build different tools.,"No, I understood what I was supposed to do.",6,6,6,I tried to use the patterns i found successful to build more tools.,
11/8/2017 13:25:48,633,,"Yes, I was confused about the task.",3,3,6,Combine multiple things,
11/8/2017 13:26:25,632,Make totems out of different materials,"No, I understood what I was supposed to do.",1,3,7,"No, it was random",N/A
11/8/2017 14:33:09,635,We were supposed to build a totem pole by mixing different supplies.,"No, I understood what I was supposed to do.",5,4,4,Combine two of the same things to start off the game. ,No
11/8/2017 14:33:19,637,I was tasked with working on a team to build tools out of resources in order to build a totem poll on a computer simulation.,"No, I understood what I was supposed to do.",3,5,4,i tried combining each basic one with itself first and then each other before moving on to the already made tools. It also helped that you could see what your teammates have already made.,
11/8/2017 14:33:36,634,"We were supposed to build a totem pole as a team. We had to try combinations of different resources to see how far we can get. The goal was to build a nice totem pole with paint and carvings in order to ""satisfy the gods.""","Yes, I was confused about the task.",2,3,5,No. I looked at what other people used so that I can recreate it. ,no
11/8/2017 14:33:55,636,combine resources to make tools and then make a totem to praise the gods.,"No, I understood what I was supposed to do.",5,6,5,No I pretty much just kept trying everything. I mostly tried to make new combinations with the resources i most recently acquired.,That was fun and very interesting. I wish i could finish it.
11/8/2017 15:28:16,638,Build a totem pole using available resources,"No, I understood what I was supposed to do.",1,1,6,I combined the tools I created using available resources to create new resources,N/A
11/8/2017 15:28:38,639,"We were asked to participate in a game that had us attempt to combine basic resources into tools, and continue to build and decorate our totem poles.","No, I understood what I was supposed to do.",2,7,3,I tried to imagine which basic resources would combine well to form basic tools.,It was actually very enjoyable.
11/8/2017 15:28:38,640,build a totem pole,"Yes, I was confused about the task.",1,5,5,I first looked at my ancestors progress then combined random resources,"It was fun didn't know how to use the berries though
"
11/8/2017 16:28:58,641,"I was instructed to make a totem pole out of various ""resources"", and I was given the opportunity to work with a partner in making the totem pole by having access to their resources/work.","No, I understood what I was supposed to do.",4,5,5,"I just combined random things, I didn't really put much thought into what they would make until after I combined them.",N/A 
11/8/2017 16:30:14,643,"I had to follow the actions of my ""ancestor"" to make the tools I needed to create the best Totem.","No, I understood what I was supposed to do.",1,3,4,In order to figure out how to make the tools I wanted I had to back track through the tools to figure out how to combine the right resources into the right tools to make the more advanced tools.,It was not clear when the experiment would be ending
11/8/2017 16:30:51,642,I was tasked in creating tools by combining and refining resources in order to create a final product being a totem pole.,"No, I understood what I was supposed to do.",7,7,4,I often used logic from the real world in how certain resources are utilized to create tools or more refined items.  Certainly I used the assumption that the items had meaning behind them that correlate with the real world .,The initial tutorial did not allow me to drag the young tree into the work space for about a minute.
11/8/2017 16:42:42,644,use and combine the tools to better tools in building the totem,"No, I understood what I was supposed to do.",4,2,5,no,no
11/9/2017 10:43:24,645,This experiment is guided towards problem solving abilities as an individual and as a team. I was supposed to learn from past participants and build off of their ideas to create new items.,"No, I understood what I was supposed to do.",1,6,5,I mainly tried to combine 2 resources... If one thing didn't work I'd try something similar. If I were to go back I would try combining more than just 2 resources together.,"yes, how do you make that damn powder?"
11/9/2017 15:18:27,646,We were suppose to use staple items to create tools that would build a totem pole.,"Yes, I was confused about the task.",4,2,7,"Not really. At first, I tried to use every item equally, but then I just got frustrated and just threw random stuff together.",Very tricky game. Much more difficult than I thought. 
11/9/2017 15:19:08,647,I was supposed to build a totem to please my god. I was able to use the resources in my environment and from those resources I could make more resources to  make the best totem.,"Yes, I was confused about the task.",1,3,5,No,This was hard
11/9/2017 15:20:24,648,build the tool or material again and again,"Yes, I was confused about the task.",3,3,6,Try.,It'll be a lot easier for participants if there are more examples of combination.
11/10/2017 11:32:45,651,I was asked to try to build a totem pole by combining different resources together.,"No, I understood what I was supposed to do.",5,6,6,I tried everything together at the beginning and then towards the end I started realizing what combined well and tried those resources more.,
11/10/2017 11:32:51,652,confusing,"Yes, I was confused about the task.",1,1,6,"yes, copied the others",this was hard
11/10/2017 11:33:13,649,I was supposed to combine materials in order to create more advanced materials with the purpose of creating the totem pole with the most points,"No, I understood what I was supposed to do.",1,3,7,"Yes, I used my partners to see what they have created and build upon them",I just want to know the purpose of doing this experiment and what it is testing
11/10/2017 11:33:32,650,Build a totem pole out of different materials you create,"No, I understood what I was supposed to do.",6,6,3,Tried every possible combination of a particular object with other objects. Tried the same object with itself. Tried realistic combinations.,What is the point of being able to see other people's materials created
11/10/2017 12:36:30,654,Build a totem pole from resources gathered ,"No, I understood what I was supposed to do.",4,5,7,Go through all possible combinations to gather stock,None
11/10/2017 12:36:32,653,build a totem pole for my village to protect ,"Yes, I was confused about the task.",3,5,5,"no, random",N/A
11/10/2017 12:36:49,655,I had to build a totem using a number of resources. The items that I made out of those resources were then used to create more tools to build the totem. ,"No, I understood what I was supposed to do.",1,3,7,"No, I just tried every single resource/tools I could and clicked ""try"" to see if anything new would pop up. ",No
11/10/2017 12:37:23,656,We had the task of using available resources and trying to build other tools by trying different combinations of resources and tools in order to build a totem pole. We also got to see other players tools so that helped by working together.,"No, I understood what I was supposed to do.",4,5,6,I really didn't have a strategy it was very confusing at times.,
11/10/2017 13:36:40,659,You were supposed to use different resources to build a totem pole.,"Yes, I was confused about the task.",1,3,7,I thought the trees and rocks would be useful for the game.,None
11/10/2017 13:38:32,657,I was given a few unlimited resources from the environment to create tools that could be used to make a totem pole.,"No, I understood what I was supposed to do.",1,5,7,I looked at the ancestor's tools and created some of the tools they used. Then i started to randomly combine those tools with other resources in order to make more tools.,It was difficult.
11/10/2017 13:38:47,658,find tools made from resources to build a totem pole for the Gods ,"Yes, I was confused about the task.",2,2,6,mostly trial and error and and putting the combinations that didn't work into the stock ,It was hard
11/10/2017 14:37:28,661,I was supposed to match things together to create a resource in the game and use my partner as a resouce to figure things out. ,"No, I understood what I was supposed to do.",1,2,6,I tried to try every combination for each one starting with a pair and going up but I got frustrated and ended up trying random things. ,no 
11/10/2017 14:37:51,662,I was supposed to combine resources to create a totem pole ,"No, I understood what I was supposed to do.",4,2,6,I started to try to make a pattern of what resources i was putting together ,
11/10/2017 14:39:11,660,Build a totem pole using resources.,"No, I understood what I was supposed to do.",6,5,6,Build on each other and try to understand what objects could be used for or combine with.,Difficult.
11/10/2017 15:23:28,665,use resources to create other resources to build a totem poll,"No, I understood what I was supposed to do.",2,7,6,"Yes, I combined them in groupings and did them 1-4 times. And kept going around with each new thing I created with the told things 1-4 times and each time i did that I created something new it just took a while to figure out which stuff to combine and how many to combine. ","it was fun and clever, i want to know what the high score is in the time allotted. "
11/10/2017 15:24:07,664,we are given some resources and are going to build something out of them.,"No, I understood what I was supposed to do.",1,5,5,just try different combinations and see the result.,
11/10/2017 15:26:43,663,We needed to construct a totem pole using only 6 resources. We could combine those resources to make more. The end produce could've been carved and painted. ,"Yes, I was confused about the task.",2,6,5,I tried to use a system choosing each resource with all the other ones until one worked.,It was interesting and exciting. One of the best studies I have been a part of. 
11/10/2017 16:06:15,666,Make a totem pole using resources and stock,"No, I understood what I was supposed to do.",2,1,5,no,no
11/10/2017 16:07:14,668,,"No, I understood what I was supposed to do.",1,1,7,"First, I logically picked items that seemed to relate to one another. Second, I attempted every possible combination starting with the top left unlimited resource.",No
11/10/2017 16:07:37,667,Build a totem out of resources,"No, I understood what I was supposed to do.",5,6,5,use simple common sense,No
11/13/2017 12:45:45,671,Build a totem pole,"Yes, I was confused about the task.",1,1,7,I just followed what the ancestors made.,I had no idea how to build the totem pole.
11/13/2017 12:46:11,670,We were supposed to combine various resources in order to eventually create a totem pole.,"No, I understood what I was supposed to do.",1,5,6,No,
11/13/2017 12:46:43,669,to use resources to create the best totems possible,"No, I understood what I was supposed to do.",4,4,5,I thought about what i would have done in the scenario and tried to understand what resources meant,nope
11/13/2017 12:47:01,672,Try to build a totem pole with a set of resources,"No, I understood what I was supposed to do.",5,6,6,Just copied what the ancestor did and then tried combining things that I thought would be useful,
11/13/2017 13:33:49,675,Play a totem pole game by putting materials together,"No, I understood what I was supposed to do.",1,2,6,,
11/13/2017 13:34:29,674,Manipulate items to create new items to eventually make a totem pole,"No, I understood what I was supposed to do.",1,6,7,NA,
11/13/2017 13:35:13,673,"the experiment was to build tools to form totem poles from materials, and I was supposed to figure out how to combine the materials to make the tools.","No, I understood what I was supposed to do.",4,4,6,I tried to look at the other tools and see how they were made.,
11/13/2017 16:41:09,676,"I was supposed to combine several resources to create a new product with the ultimate goal being to create enough new products to build a totem pole. The experiment tested how well i did, especially under frustrating circumstances.","No, I understood what I was supposed to do.",4,2,6,I just tried combining everything. it seems like I had tried everything twice before a new product would pop up.,
11/14/2017 10:36:53,678,i had to make supplies for a totem pole,"Yes, I was confused about the task.",1,1,6,,I was very confused the entire time
11/14/2017 10:37:01,679,Use resources to create basic tools that would then let us create a totem pole.,"No, I understood what I was supposed to do.",4,3,6,Tried to think logically but I didn't know what most of the resources or tools actually were. ,It was frustrating.
11/14/2017 10:37:25,677,We played a computer game where we used tools to create the building blocks for a totem pole.,"No, I understood what I was supposed to do.",1,1,7,I just chose randomly.,
11/14/2017 13:37:55,681,I completed a task to use the given resources to make other tools needed to build a totem pole. ,"No, I understood what I was supposed to do.",2,4,6,I tried all combinations of the given resources and then started trying different combinations using the tools I made.  I was using trial and error. ,No
11/14/2017 13:38:00,680,I put resources together to try to build things that would allow me to make a great totem pole,"No, I understood what I was supposed to do.",4,3,3,"started off just randomly putting things together, then tried to use more logic",no
11/15/2017 12:45:38,682,I was playing a game where I was suppose to combine various materials to make different parts for a totem pole,"No, I understood what I was supposed to do.",2,3,6,I tried going in a pattern but once you start adding together three or four materials it becomes hard to follow,After playing I am convinced that there are no other combinations other then the ones the ancestor provided and have no idea how the totem pole would be built
11/15/2017 13:10:03,683,Use a variety of resources to build tools and a totem pole/,"No, I understood what I was supposed to do.",2,2,6,I tried going through the combinations one by one but was unsuccessful. ,I think part of the reasons that it's difficult is because it isn't in alignment with my previous knowledge of using resources to build tools and structures. In other words it didn't make sense that some of the combinations did not work. I think overall it just was not logical but then again it's pretty easy to see that it's not supposed to really make sense.
11/15/2017 14:25:03,685,Combine resources to make new resources in order to build a totem pole.,"No, I understood what I was supposed to do.",2,6,6,,
11/15/2017 14:25:10,684,combine resources the create tools to build a totem pole.,"Yes, I was confused about the task.",1,3,3,,no
11/15/2017 14:27:22,686,The experiment was to have myself build a totem pole out of a few basic raw materials,"No, I understood what I was supposed to do.",3,2,7,I just tried to think about what you would do with the specific items. ,
11/15/2017 15:05:19,687,I was supposed to combine different resources to make a pole,"No, I understood what I was supposed to do.",1,1,7,no,no
11/15/2017 15:29:14,688,We were suppose to build a totem pole using tools that we could create from basic resources.,"Yes, I was confused about the task.",3,4,6,I did either random assignment or I put one resource in and tried that with all of the other resources available. I also looked as to what my partner created.,Both my partner and I could not get past a certain part in the game.
11/15/2017 15:29:32,689,you were supposed to mix different element together to create new element in effort to make a totem,"Yes, I was confused about the task.",7,2,6,In the beginning I worked to systematically work through possible pairings. Ex. matching everything with the large tree to see if any combinations worked.,it would have been helpful to have had a clear all button.
11/16/2017 10:31:07,690,build a totem pole using 6 resources and what you created from the original 6 resources,"No, I understood what I was supposed to do.",1,5,7,attempting to try every combination,it is difficult with little reward
11/16/2017 10:31:09,691,,"No, I understood what I was supposed to do.",1,1,7,Looked at what my ancestor did,No
11/16/2017 10:32:00,692,I was given a few objects to try to match together to successfully build a totem pole,"Yes, I was confused about the task.",1,3,7,no,N/A
11/17/2017 10:00:41,694,Try combinations of materials and make a totem pole,"Yes, I was confused about the task.",1,5,7,I just would put on resource in the crafting and try all the other materials I had,I hate and I love it
11/17/2017 10:00:41,693,I was instructed to put different resources together to make new tools to build a totem poll,"Yes, I was confused about the task.",1,4,6,No,No
11/17/2017 10:04:27,695,I was supposed to build a totem pole for a village based on the resources they had available to them. ,"No, I understood what I was supposed to do.",1,2,5,"I tried to use common sense and figure out how to get from one resource to the next, but other than that no. ",No
11/17/2017 11:04:51,698,we were supposed to build tools out of resources,"Yes, I was confused about the task.",1,3,6,Eh kinda. I tried combining them with like pairs ,
11/17/2017 11:05:14,696,in this experiment we had to build tools by putting combinations of resources together.,"Yes, I was confused about the task.",1,5,7,"I first tried all of the resources by themselves, then I put each resource together in pairs of two. When I made a new tool,  I paired that tool with each resource. I also paired new tools together.",
11/17/2017 11:05:55,699,I was to play a computer game that involved creating objects that allowed me to build a totem pole for my tribe.,"Yes, I was confused about the task.",1,1,4,I had no specific strategy but it was helpful to see what other players were doing to create their tools,N/A
11/17/2017 11:06:24,697,we were instructed to create tools to make a totum pole for our town ,"No, I understood what I was supposed to do.",1,5,7,"I tried to go through all of them and use different combinations. If that wasn't working, I looked to see what the other players were doing and tried to see if they got any tools that I didn't.",
11/17/2017 14:36:08,702,we used a simulator to build a totem,"No, I understood what I was supposed to do.",3,2,4,I would always go back and use old items,No comments
11/17/2017 14:36:41,700,Supposed to build a totem from scratch and make resources- combining the resources that you had created better resources,"Yes, I was confused about the task.",4,2,4,I looked at others once they combined resources and saw what I had to mix to make the better resources,"I thought the game was really frustrating, not a fan"
11/17/2017 14:37:11,701,I was supposed to play a computer game where I figured out how to make materials to make a totem.,"No, I understood what I was supposed to do.",2,2,5,I tried to do every possible combination to an extent but then I got frustrated because my stockpile was too small to hold all of them.,
11/17/2017 14:37:13,703,I played a game in  which I used resources to build a totem. I was able to learn from others playing the game as I could see what they built and how they built it.,"No, I understood what I was supposed to do.",5,6,6,I used guess and check,No
11/29/2017 10:07:53,706,Try to build a totem pole out of 6 materials,"No, I understood what I was supposed to do.",4,5,7,"Little of just random combinations, but I also tried to think what you could actually make with all the resources.",
11/29/2017 10:08:12,704,make totems given the resources you had by combining them to make new items ,"No, I understood what I was supposed to do.",6,1,5,no,no
11/29/2017 10:09:41,705,I was supposed to construct tools to build totem poles to earn points.,"No, I understood what I was supposed to do.",3,1,7,"I tried to combine tools of the same type (trees with trees, berries with berries). That didn't seem to work very well for me. I then tried to combine them by row and column to see if I could find the tools by making random combinations. ",
12/1/2017 10:09:37,707,Take bare materials and build a totem pole,"Yes, I was confused about the task.",1,3,6,Not really I just tried to make different combinations to see if they worked,"Not really, it was difficult but interesting"
12/1/2017 10:09:50,708,I was suppose to make tools using the resources available  to build a totem.,"No, I understood what I was supposed to do.",1,4,6,,na
12/1/2017 12:15:20,714,I was supposed to build a totem pole.,"No, I understood what I was supposed to do.",1,7,7,Not really,made me think
12/1/2017 12:15:48,713,Combine objects in order to create a totem pole,"No, I understood what I was supposed to do.",2,4,5,Not really,
12/1/2017 12:15:57,715,Played a computer game and tried to make a totem pole based on resources given.,"No, I understood what I was supposed to do.",3,5,5,Thought about what would go together well in real life.,-
12/1/2017 12:18:10,9077655521,We were asked to build a totem out of the resources given in a game setting. ,"No, I understood what I was supposed to do.",2,2,6,I only did random combination and then followed similar combinations if they work.,The game could have some hints to help participants with more complicated combinations.
12/1/2017 13:05:57,717,Mix and match different ingredients to make a totem ,"No, I understood what I was supposed to do.",1,1,7,Trying every available option until none left,
12/1/2017 14:32:30,721,I had to combine resources to make tools.,"No, I understood what I was supposed to do.",1,1,2,no,no
12/1/2017 14:32:55,719,Use resources to make tools to make a totem poll ,"No, I understood what I was supposed to do.",1,1,5,no ,no
12/1/2017 14:32:58,720,We were participating in a team work exercise and had to mix and match different resources to try and make a totem pole.,"No, I understood what I was supposed to do.",1,2,5,no,no
12/1/2017 14:33:50,718,I was given resources and from them I had to make a totem pole with different tools,"No, I understood what I was supposed to do.",1,5,6,At the beginning I tried to use the newest tool I found and put it with an original resources,Any way to know how close we were to making a specific tool
12/1/2017 15:19:39,722,I was supposed to build a totem pole out of materials. ,"No, I understood what I was supposed to do.",1,2,7,"No. I tried, but I wasn't sure what to combine",No
12/1/2017 15:20:52,724,build a totem pole and figure out how to properly use the resources to build the best one,"Yes, I was confused about the task.",1,6,5,I thought about what i would do in real life and what I would need to make paint or carve ,no
12/1/2017 15:21:41,723,combine the resources to get another,"Yes, I was confused about the task.",2,2,5,I first put all the resources by itself first because the instruction said one item can form something,
12/1/2017 16:05:32,727,You were supposed to build a totem pole,"Yes, I was confused about the task.",1,2,7,no,I did not suceed at the building I was very confused
12/1/2017 16:06:21,725,play a game to make a totem by putting sources together,"No, I understood what I was supposed to do.",3,6,4,No,
12/1/2017 16:06:27,726,Build a totem pole out of combinations of 6 types of scarce resources.,"No, I understood what I was supposed to do.",5,6,7,I tried to think about logical combinations but after a certain time I just started randomly putting resources together to see what I could create.,"It's a tough one, but a lot of fun. Wish I had some more time"
12/4/2017 16:38:27,747,build a totem pole with materials,"Yes, I was confused about the task.",2,1,6,i tried to do like thing but it didnt work,no
12/4/2017 16:39:21,749,build a totem ,"Yes, I was confused about the task.",2,1,6,"nope, just kept putting random resources together ",
12/4/2017 16:39:22,748,Make a totem pole out of the resources,"No, I understood what I was supposed to do.",3,1,7,"No, I just tried as many combinations as possible",The Hardest Game Ever
12/5/2017 13:10:50,755,,"Yes, I was confused about the task.",1,4,5,,
12/5/2017 13:15:10,754,I was supposed to build a totem pole by generating tools from different resources.,"No, I understood what I was supposed to do.",2,2,6,"At first I just started to do it at random, then just tried to use common sense to figure out real objects.",No.
12/5/2017 13:15:42,753,It was a game in which i was supposed to build a totem given starting materials which i could then build tools out of to complete the task. It was a test on how to problem solve given the resources on hand. ,"No, I understood what I was supposed to do.",4,6,5,No. At first i used common sense to combine tools but then i just used trial and error. ,
12/6/2017 15:45:52,780,I was supposed to build a totem pole using tools that I created through random combinations of given objects. ,"Yes, I was confused about the task.",1,2,3,I tried to keep track of combinations so as not to repeat myself and use patterns/combinations that had been successful before.,Frustrating haha 
12/6/2017 15:46:13,778,"use the tools given and combine them to make new tools which can be used to advance our totem pole
","Yes, I was confused about the task.",2,3,6,"I started with one resource and tested it with all the others, then repeated this process",
12/6/2017 15:46:21,777,I was tasked with trying to figure out how to evolve the tools using different combinations and teamwork ,"Yes, I was confused about the task.",1,4,6,every new item was usually used in some kind of combination to advance to the next tool ,no
12/6/2017 15:48:05,779,"The task of this game was to use the available resources and combine them in certain ways to create other supplies that could be used to create a totem. The more detailed you could make your totem in terms of design and color, the more points you scored. ","No, I understood what I was supposed to do.",3,5,5,"The strategy that i used was to look at what the Ancestor had done to get a basic understanding for the different combinations. I was able to recreate the totem that the ancestor produced, but I was not able to find any other combination for resources to improve my totem. I tried using common sense for what could go together but found nothing.","I thought that game was fun and interesting, but I got stuck after I recreated what the ancestor was able to do."
12/6/2017 16:45:46,9077025634,"building totem polls as a team
","No, I understood what I was supposed to do.",1,6,6,i copied off others if they got one,nop[e
12/6/2017 16:46:22,784,I was told to use resources to build tools in order to be able to make a totem pole.,"No, I understood what I was supposed to do.",5,7,5,"I thought what would make sense, trying to build tools meant for chopping and carving, but it was very difficult.",No comments
12/6/2017 16:46:37,783,In this experiment I was asked to build a totem pole by creating pieces. I was put with teammates who had the same task and was able to see their progress.,"No, I understood what I was supposed to do.",1,5,6,I tried each object with itself first and then made my way through the list.,
12/6/2017 16:46:52,781,"I was supposed to use different resources and combine them in order to make tools. One I had tools, I could use them to create a totem pole.","Yes, I was confused about the task.",5,1,5,"I would start with one resource, then combine every other resource with it until i got something. Mostly, though, I would observe the other players and use their achievements to make the same tools.",I started to lose interest quickly as I got frustrated by not being able to find certain tools.
12/7/2017 9:40:56,786,I was supposed to build a totem pole using the tools that I created from the resources given to me. ,"No, I understood what I was supposed to do.",5,7,5,I tried the combination that i thought would create a new tool first. I also looked to see what tools the other players had created and if they were different than mine. ,no
12/7/2017 9:41:18,9078065670,I used the most basic materials to make tools and then used tools to build a statue. ,"No, I understood what I was supposed to do.",2,6,6,Imagine what I am going to use to build an object. ,It's really interesting. 
12/7/2017 9:41:35,785,We played a video game where we had to build totem poles independently but we could use the knowledge of the other player as it tracked their progress in the simulation.,"No, I understood what I was supposed to do.",1,3,5,"At first, it was all about simple combinations and try every possible combination of 2 items. Then, once it became more involved and more items were needed to make parts of the totem pole, I tried to think about what each kind of tool did and what kind of things they could do when coupled with another.","I liked that we could use each other's knowledge to help us if we got stuck, but I don't think everyone knew that. Some people didn't get very far. "
12/7/2017 9:42:14,788,I was supposed to build a object for the gods using resources from my tribe by using combination of resources to make the best object.,"No, I understood what I was supposed to do.",2,6,6,I tried all possible combinations.,None.
12/7/2017 10:40:22,790,combine resources to create different materials to create a totem,"No, I understood what I was supposed to do.",1,5,7,Making sure I tested one resource or material with every thing else individuality including with a duplicate of itself ,N/A
12/7/2017 10:44:56,789,In this experiment I had to use my resources to try and build a totem pole,"No, I understood what I was supposed to do.",3,4,6,"I would sometimes look at what my ""ancestor"" had created and try to figure out what they used to get that result",N/A
12/7/2017 10:45:20,791,Playing a computer game in which you combine resources to build a totem pole,"Yes, I was confused about the task.",1,2,5,no,no
12/7/2017 12:54:31,795,The experiment was to use the resources to build the optimal totem for the Gods. ,"No, I understood what I was supposed to do.",5,7,5,I used a lot of the stone tools  and the wooden resources together,
12/7/2017 12:54:40,794,It was a game that involved building a totem pole.,"No, I understood what I was supposed to do.",3,3,5,"No, just tried all combinations.",
12/7/2017 12:54:55,792,We had 6 resources and we had to combine them to make new ones in order to build something.,"No, I understood what I was supposed to do.",1,2,6,"At first no, but then i started using the resource that i just found and combined it with the originals.",no.
12/7/2017 12:55:27,793,"We were to use the resources provided in order to build new tools, to further make a totem.","No, I understood what I was supposed to do.",2,5,5,I tried using process of elimination to make pairings of the tools.,
12/7/2017 14:54:56,798,Problem solving and totem pole combos,"No, I understood what I was supposed to do.",7,1,7,random,very annoying
12/7/2017 14:56:17,799,Make new tools using the tools I already had.,"Yes, I was confused about the task.",1,1,5,Yes. I picked one item and combined them with the others and took another and combined with others and so on and so forth.,
12/7/2017 14:56:42,797,use the elements to create a totum poll while using your team members to help guide you ,"No, I understood what I was supposed to do.",2,5,6,i tried things that in my mind were logical first and also just pure random combinations. i also clicked the other players tabs to see if what they did was different than mine. ,once you made the basic combonations it got difficult and boring 
12/7/2017 14:57:14,796,put materials together to create different tools to use to build a totempole,"No, I understood what I was supposed to do.",2,3,4,no,no
12/11/2017 12:49:59,816,I was suppose to create a totem pole out of resources given to me and I had to problem solve to make the best one for the Gods.,"No, I understood what I was supposed to do.",3,4,6,I just tried to think about what resources I would combine in real life to make tools to create things.,
12/11/2017 12:53:39,818,I was supposed to find out how to make a totem pole in a video game simulation. ,"No, I understood what I was supposed to do.",5,3,6,Yes I thought of tools that could be used in real life and visualized how they could be made using the resources at hand. ,No
12/11/2017 12:54:15,817,Build a totem poll from the given resources,"No, I understood what I was supposed to do.",3,4,4,I used what looked fitting at times and just mixed random ones for others,I would like to know how to beat the game
12/11/2017 12:56:20,819,"I was supposed to use different resources and put them together in different combinations to create a totem for the ""gods.""","No, I understood what I was supposed to do.",3,5,7,"At first, I put resources together pretty randomly. Then, once I was completely stuck, I tried to logic my way through it to think of what would go together. Then eventually I just gave up.","It was interesting, I wish there was a hint button. Though I know that's not the purpose of this."
12/11/2017 13:21:49,820,I played the game Totem. I had to combine materials in order to create items that would help be build a totem pole.,"No, I understood what I was supposed to do.",2,5,3,"Once I got the hang of it, I combined resources that logically made sense together that would make things in real life. (ex. a stick, straw, and rope = paint brush)",no
12/11/2017 13:26:33,822,i had to try and build a totem pole from raw materials provided to me in the environment.,"Yes, I was confused about the task.",1,4,6,i put materials together that i thought would create something new however after a while i was stumped. ,n/a
12/11/2017 13:50:42,824,I was given 6 natural elements from the wilderness and given the instructions to combine them to make new items and ultimately try to build a totem pole.,"No, I understood what I was supposed to do.",1,6,6,"Originally I started with each item and tried it with one of each of the other items including itself. I continued to do this with the new objects that I created as well, but eventually reached a point where there were too many options to try and just had to try to think about what combinations would work.",Not really
